,Unnamed: 0,word,sense_index,name,lexname,pos,definition,examples,semcor_examples
199,2,bear,2,bear.v.01,verb.stative,v,have,bear a resemblance;bear a signature,"Obviously, if colloidal particles bear charges of opposite sign or, if one kind is charged and the other kind is not, the attraction will be intensified and the tendency to agglomerate will be greatly reinforced."
200,3,bear,3,give_birth.v.01,verb.body,v,cause to be born,My wife had twins yesterday!,"Others who wrote of low characters and low life included Thomas Bangs Thorpe, creator of the Big Bear of Arkansas and Tom Owen, the Bee-Hunter; Johnson Jones Hooper, whose character Simon Suggs bears a close kinship to Flem Snopes in both his willingness to take cruel advantage of all and sundry and the sharpness with which he habitually carried out his will; and George Washington Harris, whose Tennessee hillbilly character Sut Lovingood perpetrated more unmalicious mischief and more unintended pain than any other character in literature."
201,4,bear,4,digest.v.03,verb.cognition,v,put up with something or somebody unpleasant,I cannot bear his constant criticism;The new secretary had to endure a lot of unprofessional remarks;he learned to tolerate the heat;She stuck out two years in a miserable marriage,"The royal ritual generated power into the other world : it also provided the living with a way to control the spirits, and bring their powers directly to bear on the everyday affairs of the world."
202,5,bear,5,bear.v.04,verb.contact,v,move while holding up or supporting,Bear gifts;bear a heavy load;bear news;bearing orders,[]
203,6,bear,6,bear.v.05,verb.creation,v,"bring forth, ""The apple tree bore delicious apples this year""",The unidentified plant bore gorgeous flowers,"She had, with her own work-weary hands, put seeds in the ground, watched them sprout, bud, blossom, and get ready to bear."
204,7,bear,7,bear.v.06,verb.possession,v,take on as one's own the expenses or debts of another person,I'll accept the charges;She agreed to bear the responsibility,[]
205,8,bear,8,hold.v.11,verb.stative,v,contain or hold; have within,The jar carries wine;The canteen holds fresh water;This can contains water,In six months O ' Banion had boosted the profits to $ 100000 a month - mainly by bringing pressure to bear on fifty Chicago speak-easy proprietors to shift out to the suburb.
206,9,bear,9,yield.v.10,verb.possession,v,bring in,interest-bearing accounts;How much does this savings certificate pay annually?,"A Floridian stated that his officers were "" not fit to tote guts to a bear ""."
207,10,bear,10,wear.v.02,verb.body,v,have on one's person,He wore a red ribbon;bear a scar,[]
208,11,bear,11,behave.v.02,verb.social,v,behave in a certain manner,She carried herself well;he bore himself with dignity;They conducted themselves well during these difficult times,[]
209,12,bear,12,bear.v.11,verb.possession,v,"have rightfully; of rights, titles, and offices",She bears the title of Duchess;He held the governorship for almost a decade,[]
210,13,bear,13,hold.v.14,verb.contact,v,support or hold in a certain manner,She holds her head high;He carried himself upright,[]
211,14,bear,14,have_a_bun_in_the_oven.v.01,verb.body,v,be pregnant with,She is bearing his child;The are expecting another child in January;I am carrying his child,[]
212,0,cracker,0,cracker.n.01,noun.food,n,a thin crisp wafer made of flour and water with or without leavening and shortening; unsweetened or semisweet,,[]
213,1,cracker,1,redneck.n.01,noun.person,n,a poor White person in the southern United States,,[]
214,2,cracker,2,cracker.n.03,noun.person,n,"a programmer who cracks (gains unauthorized access to) computers, typically to do malicious things",crackers are often mistakenly called hackers,[]
215,3,cracker,3,firecracker.n.01,noun.artifact,n,firework consisting of a small explosive charge and fuse in a heavy paper casing,,[]
216,4,cracker,4,cracker.n.05,noun.artifact,n,a party favor consisting of a paper roll (usually containing candy or a small favor) that pops when pulled at both ends,,[]
217,0,peekaboo,0,peekaboo.n.01,noun.act,n,a game played with young children; you hide your face and suddenly reveal it as you say boo!,,[]
218,0,water,0,water.n.01,noun.substance,n,binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent,,"Statements by other legislators that Dallas is paying for all its water program by local bonds, and that less populous places would benefit most by the pending bill, did not sway Cotten 's attack."
219,1,water,1,body_of_water.n.01,noun.object,n,the part of the earth's surface covered with water (such as a river or lake or ocean),they invaded our territorial waters;they were sitting by the water's edge,"Some recreation features, such as scenic values and water interest, also have greater overall value than other interests."
220,2,water,2,water.n.03,noun.substance,n,once thought to be one of four elements composing the universe (Empedocles),,Water interest is one of the most valuable factors you can find for a recreation site.
221,3,water,3,water_system.n.02,noun.artifact,n,a facility that provides a source of water,the town debated the purification of the water supply;first you have to cut off the water,"Rep. James Cotten of Weatherford insisted that a water development bill passed by the Texas House of Representatives was an effort by big cities like Dallas and Fort Worth to cover up places like Paradise, a Wise County hamlet of 250 people."
222,4,water,4,urine.n.01,noun.substance,n,liquid excretory product,there was blood in his urine;the child had to make water,[]
223,5,water,5,water.n.06,noun.food,n,a liquid necessary for the life of most animals and plants,he asked for a drink of water,[]
224,6,water,6,water.v.01,verb.change,v,"supply with water, as with channels or ditches or streams",Water the fields,"If you are considering a part-time farm where the water must be provided by a well, find out if there is a good well on the farm or the probable cost of having one drilled."
225,7,water,7,water.v.02,verb.possession,v,provide with water,We watered the buffalo,"To prepare mustard cream, blend mustard with enough water to make a thin paste."
226,8,water,8,water.v.03,verb.body,v,"secrete or form water, as tears or saliva",My mouth watered at the prospect of a good dinner;His eyes watered,"Here in an evening Persians enjoy many of the things which are important to them : poetry, water, the moon, a beautiful face."
227,9,water,9,water.v.04,verb.change,v,fill with tears,His eyes were watering,[]
228,0,diaper,0,diaper.n.01,noun.artifact,n,garment consisting of a folded cloth drawn up between the legs and fastened at the waist; worn by infants to catch excrement,,[]
229,1,diaper,1,diaper.n.02,noun.artifact,n,a fabric (usually cotton or linen) with a distinctive woven pattern of small repeated figures,,[]
230,0,go,0,go.n.01,noun.time,n,a time for working (after which you will be relieved by someone else),it's my go;a spell of work,[]
231,1,go,1,adam.n.03,noun.artifact,n,street names for methylenedioxymethamphetamine,,[]
232,2,go,2,crack.n.09,noun.act,n,a usually brief attempt,he took a crack at it;I gave it a whirl,[]
233,3,go,3,go.n.04,noun.act,n,a board game for two players who place counters on a grid; the object is to surround and so capture the opponent's counters,,[]
234,4,go,4,travel.v.01,verb.motion,v,"change location; move, travel, or proceed, also metaphorically",How fast does your new car go?;We travelled from Rome to Naples by bus;The policemen went from door to door looking for the suspect;The soldiers moved towards the city in an attempt to take it before night fell;news travelled fast,"A family of five plans to go together either to the beach or to the mountains, and a coin is tossed to decide."
235,5,go,5,go.v.02,verb.social,v,follow a procedure or take a course,We should go farther in this matter;She went through a lot of trouble;go about the world in a certain manner;Messages must go through diplomatic channels,"Pick the flowers, keep the soil dampened, and each of the pegged-down branches will take root and become a little plant and go on blooming for the rest of the season."
236,6,go,6,go.v.03,verb.motion,v,move away from a place into another direction,Go away before I start to cry;The train departs at noon,[]
237,7,go,7,become.v.01,verb.change,v,enter or assume a certain state or condition,He became annoyed when he heard the bad news;It must be getting more serious;her face went red with anger;She went into ecstasy;Get going!,Indeed we are forced to go much farther.
238,8,go,8,go.v.05,verb.stative,v,be awarded; be allotted,The first prize goes to Mary;Her money went on clothes,"He smiled, but now that he knew where the elder Seward was, he did not intend to go."
239,9,go,9,run.v.05,verb.stative,v,have a particular form,the story or argument runs as follows;as the saying goes...,"Although she weighed only 108 pounds when she visited him, Carroll permitted her to go on a 10 - day fast in which she took nothing but water."
240,10,go,10,run.v.03,verb.stative,v,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",Service runs all the way to Cranbury;His knowledge doesn't go very far;My memory extends back to my fourth year of life;The facts extend beyond a consideration of her personal assets,"Would not the children, if they received all their food on the first day of the month, eat it up immediately, and later go hungry ?"
241,11,go,11,proceed.v.04,verb.change,v,follow a certain course,The inauguration went well;how did your interview go?,"However much we may have to criticize liberal theology 's constructive formulations, the theology we ourselves must strive to formulate can only go beyond liberalism, not behind it."
242,12,go,12,go.v.09,verb.change,v,be abolished or discarded,These ugly billboards have to go!;These luxuries all had to go under the Khmer Rouge,"It could go either way, since the gains for both points of view were about the same."
243,13,go,13,go.v.10,verb.stative,v,be or continue to be in a certain condition,The children went hungry that day,[]
244,14,go,14,sound.v.02,verb.perception,v,make a certain noise or sound,She went `Mmmmm';The gun went `bang',[]
245,15,go,15,function.v.01,verb.contact,v,perform as expected when applied,The washing machine won't go unless it's plugged in;Does this old car still run well?;This old radio doesn't work anymore,[]
246,16,go,16,run_low.v.01,verb.consumption,v,to be spent or finished,The money had gone after a few days;Gas is running low at the gas stations in the Midwest,[]
247,17,go,17,move.v.13,verb.change,v,progress by being changed,The speech has to go through several more drafts;run through your presentation before the meeting,"The Macmillan government might be willing to let him go, but he has been dead seventy-eight years and even the Soviet morticians could not make him look presentable."
248,18,go,18,survive.v.01,verb.stative,v,continue to live through hardship or adversity,We went without water and food for 3 days;These superstitions survive in the backwaters of America;The race car driver lived through several very serious accidents;how long can a person last without food and water?,[]
